Signatures	Multi Pathway 	X17.AAG	X5.FU	X5.FdUR	AG1478	Sigma.AKT1.2.inhibitor	Triciribine	AS.252424	AZD6244	BEZ235	BIBW2992	Baicalein	Bortezomib	CGC.11047	CGC.11144	CPT.11	Carboplatin	Cisplatin	Disulfiram	Docetaxel	Doxorubicin	ERKi.II..FR180304.	Epirubicin	Erlotinib	Etoposide	Everolimus	FTase.inhibitor.I	Fascaplysin	GSK923295	GSK1070916	GSK1120212	GSK1059868	GSK1838705	GSK461364	GSK2119563	GSK2126458	GSK2141795	GSK1059615	GSK650394	Lapatinib	Geldanamycin	Gemcitabine	Glycyl.H1152	ICRF.193	IKK.16	Ibandronate.sodium.salt	Imatinib	Gefitinib	Ixabepilone	LBH589	Lestaurtinib.CEP.701.	MG.132	MLN4924	Mebendazole	Methotrexate	NSC663284	NU6102	Nelfinavir	Nutlin.3a	Olomoucine.II	Oxaliplatin	Oxamflatin	PD98059	PF.2341066	PF.3084014	PF.3814735	PF.4691502	Paclitaxel	Pemetrexed	Purvalanol.A	L.779450	Rapamycin	Vorinostat	SB.3CT	Ispinesib	Bosutinib	Sorafenib	Sunitinib.Malate	TCS.PIM.11	TCS2312.dihydrochloride	Topotecan	Tamoxifen	Temsirolimus	Trichostatin.A	Tykerb.IGF1R..1.1.	VX.680	Valproic.acid	Velcade	Vinorelbine	XRP44X	ZM447439
her2	all_4   	0.13026814	0.173314802	0.341046961	-0.146367782	-0.376154599	0.131897386	-0.638965697	0.495006115	-0.366689777	-0.377827748	-0.261914507	0.308370713	0.360565785	0.486962702	0.263706509	0.212079138	0.497363605	-0.062026765	0.271148383	0.433697498	-0.021609674	0.461931973	0.329266385	0.624001216	-0.235385618	0.592896064	-0.352488879	0.269681509	0.362323393	0.5836833	-0.71415779	0.71755089	0.24257434	0.090671973	0.13973532	-0.254076536	0.37366387	0.3856336	-0.333046188	-0.055563893	0.367944572	0.291791708	0.274065584	0.457058586	-0.020416818	0.321237098	0.064962247	0.199146325	-0.584253228	-0.03844154	0.574335765	0.063491322	0.138287996	0.30995574	0.245094504	0.479868002	0.100457311	0.428641167	-0.034694751	-0.012084722	-0.434966643	0.013752589	0.431911033	0.014300263	0.539935824	-0.070952968	0.047569456	-0.170648992	0.424853994	-0.193794792	-0.220101864	-0.329778062	-0.248285821	0.302939111	-0.155602599	0.466653979	0.48068721	0.253969598	-0.262634496	0.492384584	-0.034139096	-0.036953877	-0.489490223	0.504783369	0.486764759	-0.547892298	0.197232896	0.12943141	0.015261188	0.243211318
her2	her2_s_a	-0.215248694	-0.551029697	-0.428669155	-0.317676804	0.116923521	-0.388482924	0.127541856	-0.039398746	0.507711782	0.085847794	-0.21963161	0.209915823	0.044533766	-0.070514542	-0.506667821	-0.51506371	-0.359287587	-0.307888361	-0.661498614	-0.425682789	0.548003185	-0.202029761	-0.382158888	-0.54361786	-0.034103418	-0.019612731	0.15832907	-0.175844626	0.035560241	-0.185159646	0.248729884	-0.134415662	-0.229608776	0.003432034	0.295817687	0.508573638	0.088538892	-0.085582668	0.43216536	-0.692915974	-0.311824324	0.212609345	-0.012807737	0.249581913	0.379230452	0.543583806	-0.249003516	-0.289330276	0.392655745	0.399315603	-0.500421378	-0.099544552	-0.143696849	-0.162534591	-0.470177715	-0.082164854	0.042024839	-0.421137527	-0.2619393	-0.412198097	0.250294129	-0.114833772	-0.143375886	0.140170205	-0.078733944	0.280760704	-0.560835056	0.20607686	0.082205018	-0.094157781	0.402508244	0.59472492	-0.429738471	-0.343686114	-0.143508399	0.172080499	-0.224407351	0.358359508	0.285745535	-0.356028427	0.38454652	-0.07959278	0.24656335	0.237136802	0.09801972	0.395082042	0.245125321	-0.229075102	-0.02078707	0.506493561
igf1r	AKT_BAD_IGF1R   	-0.275869561	-0.397283216	-0.72764524	-0.028621382	0.474708647	-0.51268033	0.472066644	-0.652465984	0.276309346	0.286714897	-0.191257157	0.023767515	-0.197817297	-0.477859715	-0.377670702	-0.195194785	-0.198520541	-0.141130885	-0.323273136	-0.555581366	0.103193537	-0.228736134	-0.415667144	-0.744918256	0.378336475	-0.308585358	0.244231969	-0.207475625	-0.139859013	-0.60629179	0.284006513	-0.648854175	-0.053418615	0.074460641	0.163880026	0.680242885	-0.170370518	-0.682370498	0.491314471	-0.440332367	-0.174044481	-0.112721345	-0.480364331	-0.255208149	0.446865495	-0.065769918	-0.253483135	-0.273433181	0.502360701	0.198367223	-0.608608388	-0.361773411	0.056243037	-0.210278219	-0.356544517	-0.448896667	-0.206298538	-0.573852347	-0.32654753	-0.227601954	0.266715935	0.168357756	-0.051283175	0.357768818	-0.142613245	0.581724241	-0.144499506	0.18508628	-0.121069615	0.264972623	0.542604075	0.527353388	-0.220858322	-0.243875979	0.072871258	-0.062256021	-0.316361476	-0.05269054	0.543930127	-0.53989105	-0.220465319	0.273154237	0.400245803	-0.273221214	-0.335751238	0.34856876	-0.076826027	-0.167250671	-0.336292263	0.190079347
igf1r	AKT_IGF1R   	-0.302906688	-0.418197728	-0.698383305	-0.030595865	0.412425254	-0.553496735	0.413872013	-0.650692421	0.247556359	0.270824036	-0.197601583	-0.010831767	-0.248935141	-0.52703634	-0.363415383	-0.180743468	-0.161106641	-0.086366673	-0.305397755	-0.554005392	0.03277817	-0.211428612	-0.438624338	-0.710546914	0.342919083	-0.348421154	0.191045927	-0.156962944	-0.138182703	-0.626351822	0.300937892	-0.664376561	0.00927517	0.050376667	0.11542705	0.647166991	-0.248135614	-0.66596822	0.450985637	-0.427299819	-0.104464997	-0.071395668	-0.485200795	-0.27183947	0.437165744	-0.080069693	-0.273204411	-0.248897902	0.481392995	0.181319325	-0.596271695	-0.401855425	0.086021995	-0.20355539	-0.37706559	-0.464564803	-0.262226907	-0.574633066	-0.309167486	-0.175822601	0.232751626	0.158632583	-0.017762319	0.306959945	-0.150291902	0.536242994	-0.094546201	0.217333029	-0.117936794	0.200189646	0.457853692	0.467453777	-0.222337205	-0.180786733	0.078098717	-0.092679161	-0.318734773	-0.08710742	0.567572378	-0.547691783	-0.260724351	0.221553104	0.356681732	-0.321032145	-0.307291879	0.277669732	-0.101289874	-0.128771742	-0.316185131	0.225760835
igf1r	BAD_IGF1R   	-0.297335727	-0.360197234	-0.639948511	-0.013161436	0.440485726	-0.51246505	0.411461898	-0.606221638	0.269588607	0.287529231	-0.256579618	-0.074096901	-0.292527151	-0.527715325	-0.347428208	-0.200733128	-0.182101633	-0.117493028	-0.29940946	-0.545464382	0.086937774	-0.197391233	-0.391492288	-0.700755801	0.333234983	-0.278469245	0.250375636	-0.148634648	-0.122103118	-0.595216958	0.301410605	-0.615404345	0.033044501	0.138370293	0.158833784	0.6288383	-0.174933372	-0.643107428	0.428845754	-0.44413876	-0.097512008	-0.096379448	-0.442283338	-0.255958025	0.390152794	-0.066827383	-0.226449683	-0.20779928	0.463603829	0.208727764	-0.592910855	-0.379210461	0.084660882	-0.146502766	-0.425587563	-0.389877038	-0.272966939	-0.508154534	-0.38931932	-0.20960471	0.244797725	0.167201132	0.022116918	0.34187881	-0.102958999	0.571778402	-0.092327625	0.251369215	-0.076223061	0.258148472	0.473584945	0.464690195	-0.296490183	-0.153062377	0.031220794	-0.044362437	-0.29420588	-0.063781571	0.554726617	-0.565065576	-0.234739321	0.220865907	0.333312051	-0.25810627	-0.301989311	0.300456027	-0.167512587	-0.11822835	-0.299834042	0.189890544
igf1r	Her2_IGF1R   	-0.29833928	-0.371553445	-0.636163619	-0.034508062	0.415689524	-0.544824633	0.382753334	-0.632670231	0.211358033	0.264993021	-0.265580078	-0.098943017	-0.310442827	-0.522831659	-0.309589243	-0.14814499	-0.130032843	-0.04255881	-0.270654002	-0.505959999	0.034937149	-0.16003492	-0.425869618	-0.653664538	0.34520204	-0.297189866	0.228002016	-0.097167754	-0.131256365	-0.62100869	0.296062862	-0.632560932	0.094958837	0.130370675	0.121581297	0.603523156	-0.237351002	-0.656307976	0.387048247	-0.417516123	-0.030353335	-0.085854855	-0.469222427	-0.279168141	0.410946103	-0.100118124	-0.26410127	-0.165750391	0.456720747	0.204618743	-0.576030024	-0.370011814	0.134988512	-0.143016827	-0.413072075	-0.419985675	-0.295200742	-0.524324208	-0.37285963	-0.159743152	0.226919298	0.178390732	0.053887815	0.331301651	-0.10920886	0.553545406	-0.041138016	0.281104014	-0.09830081	0.21294999	0.416722198	0.432609961	-0.265660606	-0.098137372	0.043670952	-0.057464017	-0.281547013	-0.11509129	0.592234266	-0.542972555	-0.28124387	0.217550019	0.318205247	-0.311283035	-0.289579073	0.23603712	-0.160984539	-0.067831588	-0.280954031	0.214704652
igf1r	IGF1R_BAD_HER2   	-0.317614455	-0.385038122	-0.690932759	0.029389646	0.524198786	-0.496908416	0.47379231	-0.643851769	0.299351749	0.359980908	-0.230125738	-0.068922139	-0.261929083	-0.494399514	-0.342385799	-0.183686349	-0.212869113	-0.101747851	-0.298346439	-0.508018603	0.133585382	-0.231887575	-0.398556418	-0.72743984	0.426459789	-0.331967505	0.267786876	-0.191049333	-0.194035381	-0.609023082	0.34505742	-0.683814699	-0.014953581	0.13549	0.190419151	0.678874363	-0.159890427	-0.675339352	0.494326916	-0.402232141	-0.133607494	-0.145547897	-0.464686871	-0.311740552	0.421056164	-0.131395535	-0.197980915	-0.224447469	0.535593271	0.202638017	-0.596717982	-0.322988464	0.100650057	-0.139786394	-0.369364159	-0.447677787	-0.208082817	-0.537374734	-0.359895527	-0.232383565	0.290584333	0.178057629	-0.053574625	0.338852473	-0.167673803	0.612737919	-0.113678149	0.247358983	-0.16700199	0.271014586	0.515501281	0.492237986	-0.22624877	-0.182860658	0.081726851	-0.096378298	-0.356714249	-0.102957477	0.553814777	-0.571648814	-0.239448108	0.290210896	0.354141517	-0.277007506	-0.37111701	0.34732901	-0.124616432	-0.106590758	-0.320089374	0.140637724
igf1r	all_4   	-0.302031482	-0.413955186	-0.705475401	-0.019607039	0.445124756	-0.519702857	0.464085079	-0.636542533	0.306490966	0.291086198	-0.161002567	0.008992106	-0.222718215	-0.519031385	-0.392691687	-0.227007237	-0.224420999	-0.143268225	-0.33314549	-0.581126575	0.090220594	-0.2549707	-0.423753509	-0.759034897	0.341710057	-0.337906448	0.224674689	-0.206915538	-0.136742394	-0.61785362	0.326299214	-0.665906006	-0.059426003	0.053576805	0.134847017	0.66694751	-0.195648507	-0.655507213	0.491163848	-0.439140036	-0.178337376	-0.08861974	-0.457416213	-0.254905039	0.414107191	-0.064708591	-0.243937181	-0.277262509	0.512669432	0.204236255	-0.619598345	-0.392102594	0.047146005	-0.227214414	-0.380494798	-0.442811977	-0.238044628	-0.567217621	-0.306615663	-0.219292244	0.280569876	0.156769145	-0.060172997	0.323786506	-0.159705498	0.542405887	-0.136564179	0.187845441	-0.120111752	0.242204477	0.518242498	0.517740827	-0.216183033	-0.236613237	0.068866917	-0.086865913	-0.335494299	-0.045090754	0.543441534	-0.563211424	-0.197874152	0.235645887	0.398392449	-0.28998499	-0.321867592	0.362274026	-0.096461563	-0.174615945	-0.314627559	0.194409026
igf1r	igf1r_s_a	-0.22101188	-0.319503426	-0.466911139	-0.111212805	0.157082408	-0.543200131	0.214266564	-0.493363187	0.213735452	0.120911062	-0.276475505	-0.097923438	-0.404267937	-0.599533923	-0.411677242	-0.326071159	-0.168657544	-0.101099655	-0.369414881	-0.672387838	-0.013567836	-0.14726279	-0.388025371	-0.658256324	0.046571778	-0.220147447	0.187737635	-0.068228351	-0.009509635	-0.559651836	0.243583576	-0.457311478	0.0967984	0.02357587	0.031832051	0.44725586	-0.280326712	-0.528615514	0.259880446	-0.575963152	-0.048470454	0.050097087	-0.376927469	-0.171255798	0.297749884	0.083047027	-0.310252976	-0.252722708	0.303950704	0.149822568	-0.611078577	-0.481175164	-0.056149109	-0.109514849	-0.529757501	-0.291251918	-0.351237187	-0.460145234	-0.353773706	-0.174587646	0.124974641	-0.000625701	0.112551051	0.217967058	-0.039662115	0.407579146	-0.120185254	0.24329637	0.075621955	0.140184119	0.313435794	0.346633295	-0.481676082	-0.153401289	-0.123410931	-0.031159472	-0.212179096	0.004766338	0.522676264	-0.566330262	-0.219549734	-0.051875271	0.256650984	-0.261383075	-0.145746504	0.192373345	-0.241092822	-0.211862293	-0.226000199	0.324311922
																																																																																											
Notes:																																																																																											
																																																																																											
Why do many cors between IGFR and Akt?																																																																																											
																																																																																											
																																																																																											
AKT	"AKT and BAD, and AKT and HER good together, better alone sometimes, but a lot better with more a lot too"																																																																																										
																																																																																											
																																																																																											
BAD	"Bad alone, rarely better. Multipathey kind of consisnt, but maybe betweer with less only 2 pathways"																																																																																										
																																																																																											
																																																																																											
																																																																																											
HER2	"Sinlge not as good, AKT_BAD_HER2    and IGF1R_BAD_HER2   look good, all4 pretty good"																																																																																										
																																																																																											
																																																																																											
																																																																																											
IGFR1	"Single consistency worse, just as good with all 4! "																																																																																										
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
	Target																																																																																										
	"ERBB2, EGFR"																																																																																										
	"AKT 1, AKT2"																																																																																										
	"ERBB2, EGFR"																																																																																										
	PIK3C A/B/D/G																																																																																										
	PLK1																																																																																										
	AKT																																																																																										
	HDAC																																																																																										
	mTOR																																																																																										
	"TUBB1, BCL2"																																																																																										
	Polyamine analog																																																																																										
	PIK3CA																																																																																										
	HDAC																																																																																										
	mTOR																																																																																										
	"AKT, ZNF217"																																																																																										
	PIK3C																																																																																										
	"ERBB2, EGFR, IGF1R"																																																																																										
	PIK3CB																																																																																										
	CDK1/CCNB																																																																																										
	PI3K																																																																																										
	MEK																																																																																										
	Microtubule																																																																																										
	Topoisomerase II																																																																																										
	ESR1																																																																																										
	Pyrimidine analog																																																																																										
	"PI3K, pan / mTOR"																																																																																										
	EGFR																																																																																										
	"AURKA, AURKB"																																																																																										
	CDK																																																																																										
	"PLK1, Topoisomerase II"																																																																																										
	MEK																																																																																										
	MDM2																																																																																										
	DNA cross-linker																																																																																										
	IkB																																																																																										
	y-secretase																																																																																										
	CENPE																																																																																										
	Farnesyl transferase																																																																																										
	PIK3CG																																																																																										
	"Proteasome, NFkB"																																																																																										
	Topoisomerase II																																																																																										
	PIM-1																																																																																										
	Met/ALK																																																																																										
	SRC																																																																																										
	HDAC																																																																																										
	Microtubule																																																																																										
	Rho kinase																																																																																										
	Topoisomerase II																																																																																										
	CDC25																																																																																										
	ESR1																																																																																										
	Microtubule																																																																																										
	Aldehyde dehydrogenase																																																																																										
	AUR1																																																																																										
	Polyamine analog																																																																																										
																																																																																											
																																																																																											
	"FLT-3, TRKA"																																																																																										
	Topoisomerase I																																																																																										
	BCR/ABL fusion																																																																																										
	HDAC																																																																																										
	CHK1																																																																																										
	NAE																																																																																										
	VEGFR																																																																																										
	EGFR																																																																																										
	Anthelmintic																																																																																										
	Proteasome																																																																																										
	IGF1R																																																																																										
	CDC2																																																																																										
	Aurora kinase																																																																																										
	"MMP2, MMP9"																																																																																										
	CDK1																																																																																										
	HSP90																																																																																										
	DNA cross-linker																																																																																										
	CYP2C9																																																																																										
	FDPS																																																																																										
	RAS-NET (ELK3)																																																																																										
	BRAF																																																																																										
	DNA																																																																																										
	HSP90																																																																																										
	KSP																																																																																										
	PI3K																																																																																										
	MEK																																																																																										
	Pyrimidine animetabolite																																																																																										
	Proteasome																																																																																										
	VEGFR																																																																																										
	ERK1/ERK2																																																																																										
	HDAC																																																																																										
	DNA cross-linker																																																																																										
	DHFR																																																																																										
	SGK																																																																																										
	mTOR																																																																																										
	Topoisomerase I																																																																																										
	AURKA																																																																																										
	DNA synthesis/ repair																																																																																										
	"Proteasome, NFkB"																																																																																										
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
																																																																																											
