	CancerType	CellLineName	ExpressionArrayName	Gender	HistSubtype	Histology	PrimarySite	SNPArrayName	Source
39486dc3-8cc0-461f-8643-9b9cafed7daf	STAD	MKN74	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_C03_419714	M	tubular_adenocarcinoma	carcinoma	stomach	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_C04_437546	HSRRB
3979e862-47e2-4f90-bbe6-79073ac284e0	THCA	ML-1	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_H10_474614	F	follicular_carcinoma	carcinoma	thyroid	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A06_490518	DSMZ
39c19460-909e-47df-892d-86638ddd5969	LUSC	NCI-H1437	CASED_p_NCLE_RNA4_HG-U133_Plus_2_B11_383748	M	adenocarcinoma	carcinoma	lung	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_E05_335292	ATCC
39db89ef-f291-4e9e-8708-cdaaaf0c4409	LUSC	NCI-H526	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_A05_257606	M	small_cell_carcinoma	carcinoma	lung	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G09_293440	ATCC
3a007875-ab31-4776-ac00-eb37adb98dee	LUSC	NCI-H2228	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_C10_241108	F	adenocarcinoma	carcinoma	lung	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D06_256084	ATCC
3a076a66-9002-481e-a04b-a0006867072a	LUSC	NCI-H1838	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E04_454658	F	non_small_cell_carcinoma	carcinoma	lung	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A03_464626	ATCC
3a17817c-a982-4157-9a4b-e4b7c345ccac	BRCA	HCC202	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G10_454732	F	ductal_carcinoma	carcinoma	breast	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_B12_437318	ATCC
3a2c6380-bc21-4c11-91be-2f81af8721e7	HNSC	SCC-15	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_A12_523608	M	squamous_cell_carcinoma	carcinoma	upper_aerodigestive_tract	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_D12_411012	ATCC
3a2ec63b-b740-4ec0-b3af-dacd10f97a0d	LUSC	NCI-H1299	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_E09_257710	M	non_small_cell_carcinoma	carcinoma	lung	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_A01_335188	ATCC
3a87cecb-6d1b-4394-aede-0b049b054e38	SARC	Hs 729	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_G03_454706	M	NS	rhabdomyosarcoma	soft_tissue	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F10_464668	ATCC
3ab53c52-8a97-4600-913c-99b15f5d71fa	COAD	LS123	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_B03_698798	F	adenocarcinoma	carcinoma	large_intestine	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_C04_335242	ATCC
3ab9619d-0949-4951-a3f1-daed6da771c1	LUSC	NCI-H211	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_C06_240908	F	small_cell_carcinoma	carcinoma	lung	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_A11_293300	ATCC
3b31f0d5-f381-469c-94e0-56b5ef6c4d1f	SARC	Hs 863.T	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B08_474720	F	NS	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	bone	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_A04_542844	ATCC
3bd2b4e3-7114-4222-b563-bd39f7d25991	HNSC	YD-10B	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_E06_698900	M	squamous_cell_carcinoma	carcinoma	upper_aerodigestive_tract	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_E08_592942	KCLB
3bf1721c-15ee-4c14-9a3b-7a43a8aec5a0	HNSC	BICR 31	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_B03_569512	M	squamous_cell_carcinoma	carcinoma	upper_aerodigestive_tract	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_E07_542878	ECACC
3bfc33a6-05d3-45fd-9ff4-1e922220b532	LUSC	NCI-H2066	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_E03_436546	F	small_cell_carcinoma	carcinoma	lung	LOBBY_p_NCLE_DNAAffy6_GenomeWideSNP_6_F07_437210	ATCC
3bfeed98-e3da-49a3-9ffa-2df7f999b1f2	BRCA	HCC1500	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_D09_523496	F	ductal_carcinoma	carcinoma	breast	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_A04_464624	ATCC
3c0fa603-3208-4b8c-9110-035ee033abfe	BRCA	JIMT-1	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_H09_474734	F	ductal_carcinoma	carcinoma	breast	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_B07_490458	DSMZ
3c235934-adfb-4397-b6c7-7c007252a078	LIHC	JHH-5	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_D04_241120	M	hepatocellular_carcinoma	carcinoma	liver	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_F05_256130	HSRRB
3c51cf9d-6171-43f2-a8ca-5efec348efb4	STAD	FU97	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_D05_241122	F	diffuse_adenocarcinoma	carcinoma	stomach	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_C09_256066	HSRRB
3c68d656-ccd7-4871-986d-ec6940b0ba8d	STAD	SNU-668	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_B06_779782	M	signet_ring_adenocarcinoma	carcinoma	stomach	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A05_592740	KCLB
3ced2ae2-a252-49de-986b-3e67cdfba4e6	LUSC	NCI-H1092	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_D11_569548	M	small_cell_carcinoma	carcinoma	lung	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G12_542958	ATCC
3d1988b3-8c95-4bcf-9f94-6b27a9b2338b	LIHC	SNU-878	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_D11_587608	F	hepatocellular_carcinoma	carcinoma	liver	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_A02_592742	KCLB
3dcbd89f-87c5-443a-a237-f265d6e53881	STAD	KATO III	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H03_296162	M	adenocarcinoma	carcinoma	stomach	EPHOR_p_NCLE_Achilles_DNAAffy15_GenomeWideSNP_6_C08_780362	ATCC
3e15fd54-7bc7-4281-b603-7a4453ccd58b	PAAD	SNU-324	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_E05_698926	M	NS	carcinoma	pancreas	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D01_592776	KCLB
3e2bd0dc-cd7c-43a4-ae44-339d295e51fd	ESCA	TE-10	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A05_698772		squamous_cell_carcinoma	carcinoma	oesophagus	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_E03_592738	RIKEN
3e6ded62-51b1-4168-b651-62bc3ffc9b25	KIRC	UO-31							
3e7bc3e5-c6a2-4b88-b675-d56d70c20af5	SKCM	MEL-HO	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_A06_296000	F	NS	malignant_melanoma	skin	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H07_246790	DSMZ
3eb8469b-469b-4b5d-9563-c49da9dffa27	LUSC	NCI-H2405	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B12_474708	M	adenocarcinoma	carcinoma	lung	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B11_578340	ATCC
3f030a62-834c-4c46-9181-ba1d028a0db2	LUSC	HCC-1588	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_F03_698802	F	squamous_cell_carcinoma	carcinoma	lung		KCLB
3f1b9533-8773-4ca8-8c43-98101cbba096	CESC	AN3 CA	PARES_p_NCLE_RNA_Redo_HG-U133_Plus_2_D11_257690	F	adenocarcinoma	carcinoma	endometrium	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G07_578294	ATCC
3f37fcf7-8355-4cbf-8560-86501c81e873	SARC	HOS	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_A08_436610	F	NS	osteosarcoma	bone	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H09_464634	ATCC
3f66e30a-1335-48ed-8184-4fa5b75e219a	SKCM	A101D	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_F07_454690	M	NS	malignant_melanoma	skin	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_F07_464698	ATCC
3f6bbf11-9a94-4f3a-9545-2b257d0ae8e4	STAD	EKVX-v1							
3fad08f3-c4bb-4428-9691-bb13aca5f2d1	BRCA	HCC38	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_F09_436452	F	ductal_carcinoma	carcinoma	breast	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H06_410918	ATCC
406a70ba-f415-4cfa-b597-9c83fb6a21b3	LUSC	NCI-H1915	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_E04_698784	F	large_cell_carcinoma	carcinoma	lung	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_B02_592946	ATCC
411e8945-5a6b-4485-8fd8-cdbe96b586cd	SARC	Hs 870.T	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_H07_436444		NS	osteosarcoma	bone	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D02_490432	ATCC
41607563-166a-453c-8dd4-7212be2dc157	MM	L-363	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F03_474754	F	plasma_cell_myeloma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_G06_578350	DSMZ
418751dc-7c73-4f69-928a-9f514d1b4fb5	BRCA	CAL-51	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F02_474714	F	NS	carcinoma	breast	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C10_490500	DSMZ
4190afa2-3349-48f8-81b8-d4841b64f463	KIRC	TUHR14TKB	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_D09_698792		NS	carcinoma	kidney	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_A10_592934	RIKEN
421ed4f5-071e-465f-a031-fe285846d2aa	BRCA	HCC1428	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A12_474732	F	NS	carcinoma	breast	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F08_698666	ATCC
4285cb43-b96d-4f38-b594-58c0b62a128b	LGG	SK-N-MC	CASED_p_NCLE_RNA4_HG-U133_Plus_2_C04_383648	F	NS	Ewings_sarcoma-peripheral_primitive_neuroectodermal_tumour	bone	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F08_335322	ATCC
42e5bf91-edbe-4a35-b4b8-9677f6bb8fd1	MM	AMO-1	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_H11_474690	F	plasma_cell_myeloma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_E08_490384	DSMZ
42f9182f-4698-468d-99ad-6b649dfaaa2e	DLBC	HD-MY-Z	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_C01_296038		Hodgkin_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_E04_293382	DSMZ
457d0434-ff04-4d5e-a8ef-e62794ffc23f	HNSC	BHY	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A08_698824	M	squamous_cell_carcinoma	carcinoma	upper_aerodigestive_tract	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C02_490356	DSMZ
458ce0b0-1bb9-439a-883c-da46dcf8b706	BRCA	HCC70	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C07_454622	F	ductal_carcinoma	carcinoma	breast	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_G03_410962	ATCC
45a4db6b-3923-42de-acaa-1a229f1d8bda	SKCM	Hs 934.T	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A10_474662	F	NS	malignant_melanoma	skin	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_F04_578402	ATCC
460a45c0-b9bc-4664-9709-8001f767a3e6	PRAD	DU 145	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_G07_241006	M	NS	carcinoma	prostate	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F03_246734	ATCC
4629c36d-b5ff-4a11-8c11-5c5a8180a4eb	LGG	SK-N-FI	CASED_p_NCLE_RNA4_HG-U133_Plus_2_G02_383638	M	NS	neuroblastoma	autonomic_ganglia	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_F10_410970	ATCC
4659a787-d03f-454b-b4dc-b1203b483078	LUSC	IST-MES1	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_G09_436490	F	NS	mesothelioma	pleura	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_G11_464660	ICLC
472f1b8c-b442-4d79-8253-8d23be573c95	LCLL	M-07e	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_E06_474722	F	acute_myeloid_leukaemia	haematopoietic_neoplasm	haematopoietic_and_lymphoid_tissue	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_A05_490478	DSMZ
47703fe2-639b-4360-8e70-ccbf04536f1b	MM	SK-MM-2	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_E08_523520	M	plasma_cell_myeloma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F04_490502	DSMZ
4790c2b4-96af-4047-8493-23bb315957d2	MM	KMS-27	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B06_419854	M	plasma_cell_myeloma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H08_410930	HSRRB
47a4786b-9d9d-4578-b021-c9effe259235	BRCA	ZR-75-30	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_B07_474632	F	ductal_carcinoma	carcinoma	breast	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E10_464710	ATCC
47e50db0-d16c-4904-837e-8e4fecef7f25	HNSC	SNU-1066	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_A07_569568	M	squamous_cell_carcinoma	carcinoma	upper_aerodigestive_tract		KCLB
4842096e-2356-4ce7-bed0-23f727da8c3d	OV	JHOM-2B	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_H01_698854		adenocarcinoma	carcinoma	ovary	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_C06_698576	RIKEN
48440b45-4ebe-4e43-908c-016e2a6d803f	LCLL	SUP-T11	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_D06_523620	M	peripheral_T_cell_lymphoma_unspecified	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_H02_542848	DSMZ
48736118-50b3-4fc2-ac20-312e0eaada51	DLBC	KM-H2	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F04_474748	M	Hodgkin_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_D01_578372	DSMZ
495f6fed-34fb-4e8a-8b4c-abd9653790a6	COAD	SW948	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_H06_296168	F	adenocarcinoma	carcinoma	large_intestine	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_D08_335274	ATCC
497242f9-697d-4022-bc31-4c1c795519b3	LUSC	NCI-H520	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_D02_241116	M	squamous_cell_carcinoma	carcinoma	lung	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_H02_246780	ATCC
498a8458-233e-40ff-b708-c34f2ad2d439	UCEC	TEN	CASED_p_NCLE_RNA4_HG-U133_Plus_2_F02_383714	F	clear_cell_carcinoma	carcinoma	endometrium	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F06_698620	RIKEN
499c83cb-9390-489f-80f8-6a6f9417df82	LCLL	MUTZ-5	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_H07_523536	M	acute_lymphoblastic_B_cell_leukaemia	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_D05_490416	DSMZ
4a77f393-6c2f-47d7-b7e5-411982bf75a6	SKCM	SK-MEL-28	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_A06_698750	M	NS	malignant_melanoma	skin	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_B12_246656	ATCC
4ac5c24b-f3ef-4b04-992f-fdd2891fe4cf	LGG	42-MG-BA	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_B02_296016	M	astrocytoma_Grade_IV	glioma	central_nervous_system	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_E05_293384	DSMZ
4ac85d24-0ab5-497d-8934-15775baaba0c	BRCA	BT-20	CASED_p_NCLE_RNA4_HG-U133_Plus_2_C02_383640	F	ductal_carcinoma	carcinoma	breast	FASTS_p_NCLE_DNAAffy4_S_GenomeWideSNP_6_F06_335318	ATCC
4ba05556-23aa-440b-9624-b7acf0ea439e	LUSC	SBC-5	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_B03_240878		small_cell_carcinoma	carcinoma	lung	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_F09_246746	HSRRB
4bf615d3-5d28-40a7-8044-f1308d51b000	LCLL	OCI-AML3	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_E02_523588	M	acute_myeloid_leukaemia	haematopoietic_neoplasm	haematopoietic_and_lymphoid_tissue	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F11_542836	DSMZ
4d278ef1-b0e1-4b78-bac1-cc184f8c1c2a	DLBC	JeKo-1	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_C07_523466	F	mantle_cell_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_G02_542842	DSMZ
4db1a5bf-9cc6-420e-a974-71e43b8d9c96	LCLL	OCI-AML2	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_G07_523548	M	acute_myeloid_leukaemia	haematopoietic_neoplasm	haematopoietic_and_lymphoid_tissue	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_B10_578298	DSMZ
4e155c3a-7ef4-4b24-b2fc-5a92193747a2	ESCA	KYSE-450	AGENT_p_NCLE_RNA6_HG-U133_Plus_2_B09_436600	M	squamous_cell_carcinoma	carcinoma	oesophagus	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_C08_293342	DSMZ
4e188ecc-db0b-4fdf-a19d-1ee952fffcf6	COAD	SNU-1040	GILDS_p_NCLE_RNA11_Redo_HG-U133_Plus_2_A01_587656	M	NS	carcinoma	large_intestine	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_F07_592806	KCLB
4e79c1b0-83a0-422d-b026-45a18be61e8a	DLBC	A4Fuk	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_E09_419778	F	diffuse_large_B_cell_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_H10_410926	HSRRB
4ecbd6d7-1b84-4966-9d44-3596e0c47088	MM	U266B1	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_H05_419830	M	plasma_cell_myeloma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E10_410994	ATCC
4eda2bec-df32-44aa-85b0-5a9376fdd358	DLBC	REC-1	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F10_474668	M	mantle_cell_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_G10_490492	DSMZ
4efa31e9-fe84-47bd-8b47-8f734574053b	CESC	COLO 684	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_B11_779720	F	adenocarcinoma	carcinoma	endometrium	MISTS_p_NCLE_DNAAffy11_GenomeWideSNP_6_A10_578332	ECACC
4f0ef8f0-32df-4072-9b19-2058ed0b7ba6	LGG	CHP-126	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_F01_523554	F	NS	neuroblastoma	autonomic_ganglia	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_H04_490342	DSMZ
4f563136-0d37-4f27-af0f-ad6cddcd5954	LUSC	NCI-H1869	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A05_474768	M	squamous_cell_carcinoma	carcinoma	lung	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_G02_698552	ATCC
4f8a368e-69f1-4640-a18a-ef2b10eb116a	OV	Caov-3	METIS_p_NCLE_RNA1_Human_U133_Plus_2.0_A08_240864	F	adenocarcinoma	carcinoma	ovary	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_A10_256020	ATCC
4f8e7e93-80a8-43cf-860a-572ecdc02e85	LUSC	NCI-H2452	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_C08_454624	M	NS	mesothelioma	pleura	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_B02_437542	ATCC
4f9cb913-abf0-4a3c-bac2-d00f88c7f288	LCLL	TALL-1	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_G04_698924	M	acute_lymphoblastic_T_cell_leukaemia	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_E06_698670	DSMZ
4fcf6e17-1b6d-4d36-ba75-14a0a3316af2	SKCM	WM-115	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_B12_241088	F	NS	malignant_melanoma	skin	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_D05_256082	ATCC
50a999d8-7c44-415f-b4ed-719ca10c2adc	SKCM	MeWo	CRAZY_p_NCLE_RNA10_HG-U133_Plus_2_D07_569498	M	NS	malignant_melanoma	skin	SKATS_p_NCLE_DNAAffy13_GenomeWideSNP_6_D01_592894	ATCC
50ac1b7a-27c5-48b6-92ad-6ed749ad224f	STAD	SH-10-TC	BUNDS_p_NCLE_RNA5_HG-U133_Plus_2_B01_419872		NS	carcinoma	stomach	FIEFS_p_NCLE_DNA_Affy5_GenomeWideSNP_6_E06_411000	RIKEN
513a7ceb-362c-43c1-951d-ed2bc0ffb120	THCA	8305C	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_B12_523504	F	anaplastic_carcinoma	carcinoma	thyroid	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_B05_698562	DSMZ
513e625a-d732-405b-b6ca-ff5274fbc4ca	LUSC	DMS 153	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_A11_454762	M	small_cell_carcinoma	carcinoma	lung	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_E05_464700	ATCC
519244d3-6646-4f0c-b892-241c146981d0	CESC	HEC-251	CASED_p_NCLE_RNA4_HG-U133_Plus_2_H12_383740	F	adenocarcinoma	carcinoma	endometrium	PODIA_p_NCLE_DNAAffy7_GenomeWideSNP_6_F10_437438	HSRRB
519284fc-9870-4d49-b0cc-190315d8bfc7	STAD	SNU-719	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_C08_779780	M	NS	carcinoma	stomach	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D03_592790	KCLB
51972349-7214-4273-ac42-fdf0ab58d96a	BLCA	U-BLC1	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_D11_698872	F	transitional_cell_carcinoma	carcinoma	urinary_tract		ECACC
52646ad2-d86d-4fc5-ba5c-a5beeed25f39	BRCA	UACC-893	SILOS_p_NCLE_RNA9_HG-U133_Plus_2_E11_523470	F	ductal_carcinoma	carcinoma	breast	VAULT_p_NCLE_DNAAffy14_GenomeWideSNP_6_F07_698652	ATCC
530705b1-e603-4341-adb4-6df94ab70474	DLBC	SU-DHL-6	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_F08_474592	M	diffuse_large_B_cell_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_C01_490348	DSMZ
53714f20-e2e2-494d-a7f3-4e9cbfd20915	HNSC	SNU-1214	BITTS_p_NCLE_RNA12_HG-U133_Plus_2_C03_698748	M	squamous_cell_carcinoma	carcinoma	upper_aerodigestive_tract	QUAFF_p_NCLE_DNAAffy12_GenomeWideSNP_6_D06_592686	KCLB
53ca5419-1e95-453a-adf4-ba7e81bdb386	BRCA	BT-483	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_A08_474686	F	ductal_carcinoma	carcinoma	breast	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_B06_464594	ATCC
53dc3dea-d64a-4ac0-8ec6-63a98fd9aedd	DLBC	BL-70	MAKER_p_NCLE_RNA7_HG-U133_Plus_2_E11_454676	M	Burkitt_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	BOWER_p_NCLE_DNAAffy8_GenomeWideSNP_6_H07_464644	DSMZ
53efbefd-ec9d-4946-851b-23b5496998ad	HNSC	Detroit 562	NIECE_p_NCLE_RNA3_HG-U133_Plus_2_E06_302136	F	NS	carcinoma	upper_aerodigestive_tract	HONEY_p_NCLE_DNAAffy3_S_GenomeWideSNP_6_G02_293426	ATCC
5421a0be-f619-4dcf-8eb8-d93c32c97c80	LIHC	JHH-1	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_C07_241102	M	hepatocellular_carcinoma	carcinoma	liver	ARLES_p_NCLE_DNAAffy2_S_GenomeWideSNP_6_E01_256098	HSRRB
543c05be-bc28-47d8-8e7d-0e15912f5183	LUSC	RERF-LC-AI	BRAKE_p_NCLE_RNA2_HG-U133_Plus_2_C12_241112	M	squamous_cell_carcinoma	carcinoma	lung	LIMPS_p_NCLE_DNA2N_GenomeWideSNP_6_E07_246718	RIKEN
54ab8c47-001d-4a42-9a92-5577358ae35e	DLBC	WSU-DLCL2	WATCH_p_NCLE_RNA8_HG-U133_Plus_2_H07_474624	M	diffuse_large_B_cell_lymphoma	lymphoid_neoplasm	haematopoietic_and_lymphoid_tissue	CHARY_p_NCLE_DNAAffy9_GenomeWideSNP_6_F06_490482	DSMZ
54bcf444-8ed5-4425-97f3-498dc3c16fac	BLCA	UM-UC-1	GAZER_p_NCLE_Expr_P13_HG-U133_Plus_2_A02_779658	M	transitional_cell_carcinoma	carcinoma	urinary_tract	AWASH_p_NCLE_DNAAffy10_GenomeWideSNP_6_F02_542906	ECACC
